epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
137,10672.3,1.42216,0.92515,1.15218,0.82877,0.81091,0.88421,0.60436,1.21497,0.7156,1.13546,0.006634,0.006634,0.006634
138,10750.2,1.42597,0.94002,1.13566,0.83296,0.80867,0.88463,0.6031,1.21829,0.71105,1.13584,0.00660925,0.00660925,0.00660925
139,10828,1.41192,0.93451,1.13815,0.82219,0.83109,0.8872,0.60443,1.22135,0.70722,1.13994,0.0065845,0.0065845,0.0065845
140,10905.7,1.41918,0.92604,1.14261,0.83484,0.82586,0.88944,0.6071,1.21908,0.70771,1.13621,0.00655975,0.00655975,0.00655975
141,10983.5,1.41768,0.93558,1.13583,0.84222,0.82981,0.88994,0.61093,1.2144,0.70084,1.13467,0.006535,0.006535,0.006535
142,11061.4,1.41379,0.92281,1.14193,0.83881,0.83034,0.89052,0.61427,1.20925,0.69314,1.13339,0.00651025,0.00651025,0.00651025
143,11139.5,1.40498,0.92833,1.14227,0.83783,0.83408,0.88987,0.61351,1.20835,0.69212,1.13343,0.0064855,0.0064855,0.0064855
144,11217.4,1.4181,0.92649,1.14441,0.84149,0.82927,0.89043,0.61493,1.21185,0.68911,1.1334,0.00646075,0.00646075,0.00646075
145,11295.3,1.41619,0.9268,1.14209,0.84512,0.8281,0.89024,0.61346,1.20943,0.68537,1.1335,0.006436,0.006436,0.006436
146,11373.2,1.41383,0.91849,1.14127,0.84463,0.82287,0.89111,0.61358,1.21053,0.68476,1.13514,0.00641125,0.00641125,0.00641125
147,11450.7,1.40283,0.91832,1.15196,0.83401,0.83034,0.8913,0.61539,1.21087,0.68042,1.13511,0.0063865,0.0063865,0.0063865
148,11528.6,1.40358,0.9195,1.14255,0.83754,0.82071,0.88868,0.61087,1.21101,0.68386,1.13549,0.00636175,0.00636175,0.00636175
149,11606.7,1.40794,0.91707,1.14801,0.84204,0.82069,0.88857,0.60861,1.21041,0.68517,1.13465,0.006337,0.006337,0.006337
150,11684.2,1.38707,0.9011,1.12924,0.8325,0.82465,0.88737,0.61155,1.20796,0.68949,1.13318,0.00631225,0.00631225,0.00631225
151,11761.9,1.39802,0.9247,1.13902,0.83667,0.82212,0.88768,0.61046,1.21011,0.68627,1.13204,0.0062875,0.0062875,0.0062875
152,11839.7,1.41447,0.9278,1.13916,0.84075,0.81839,0.88711,0.61024,1.21014,0.68951,1.13159,0.00626275,0.00626275,0.00626275
153,11917.5,1.40122,0.91978,1.14146,0.83548,0.82212,0.88591,0.60867,1.21136,0.69328,1.13052,0.006238,0.006238,0.006238
154,11995.6,1.38992,0.91173,1.13131,0.83407,0.82277,0.88502,0.61007,1.20886,0.69332,1.12834,0.00621325,0.00621325,0.00621325
155,12073.6,1.38816,0.90825,1.1315,0.83567,0.82094,0.88537,0.61181,1.2095,0.69264,1.12923,0.0061885,0.0061885,0.0061885
156,12151,1.39488,0.90219,1.13266,0.84731,0.8139,0.88736,0.61114,1.21058,0.6915,1.12961,0.00616375,0.00616375,0.00616375
157,12228.8,1.39433,0.89887,1.12716,0.8388,0.82063,0.88743,0.61181,1.21231,0.68798,1.13038,0.006139,0.006139,0.006139
158,12306.3,1.37784,0.89701,1.12424,0.84287,0.81689,0.88756,0.61264,1.21598,0.69031,1.13252,0.00611425,0.00611425,0.00611425
159,12383.9,1.39533,0.90227,1.12676,0.8429,0.82212,0.88782,0.61227,1.21433,0.69054,1.13237,0.0060895,0.0060895,0.0060895
160,12461.9,1.3964,0.90824,1.12915,0.83941,0.82038,0.88728,0.61363,1.21408,0.69097,1.13304,0.00606475,0.00606475,0.00606475
161,12539.3,1.3783,0.90637,1.12831,0.83963,0.81781,0.88712,0.61485,1.21186,0.6911,1.13269,0.00604,0.00604,0.00604
162,12617.1,1.3761,0.89161,1.12506,0.8406,0.82362,0.88858,0.61594,1.21186,0.68836,1.13176,0.00601525,0.00601525,0.00601525
163,12694.9,1.39185,0.9017,1.13525,0.8432,0.82735,0.88928,0.61549,1.21185,0.68523,1.13174,0.0059905,0.0059905,0.0059905
164,12772.6,1.38754,0.88669,1.12625,0.84202,0.82362,0.88657,0.61534,1.21223,0.68792,1.13184,0.00596575,0.00596575,0.00596575
165,12850.3,1.38429,0.88148,1.12238,0.83574,0.82436,0.8844,0.61397,1.21141,0.68806,1.13234,0.005941,0.005941,0.005941
166,12928.4,1.384,0.89907,1.13312,0.843,0.82063,0.88391,0.61249,1.21167,0.68993,1.1313,0.00591625,0.00591625,0.00591625
167,13005.9,1.40133,0.89528,1.13493,0.84457,0.81627,0.88404,0.6134,1.21008,0.68855,1.13123,0.0058915,0.0058915,0.0058915
168,13083.8,1.37908,0.89282,1.12908,0.83791,0.81689,0.88163,0.61242,1.21,0.69132,1.13079,0.00586675,0.00586675,0.00586675
169,13161.5,1.36975,0.87703,1.12413,0.83242,0.82046,0.88157,0.61232,1.20755,0.69121,1.13075,0.005842,0.005842,0.005842
170,13239.1,1.36839,0.87071,1.11625,0.82993,0.81913,0.88129,0.61142,1.20693,0.68991,1.13053,0.00581725,0.00581725,0.00581725
171,13317.2,1.37884,0.88539,1.12967,0.83416,0.81952,0.88073,0.61073,1.2051,0.69131,1.12987,0.0057925,0.0057925,0.0057925
172,13395.2,1.37371,0.88647,1.12707,0.82399,0.82923,0.88315,0.61342,1.20377,0.68954,1.13039,0.00576775,0.00576775,0.00576775
173,13473.1,1.36654,0.87714,1.12052,0.82677,0.83109,0.88507,0.61328,1.20399,0.68916,1.13006,0.005743,0.005743,0.005743
174,13551,1.37334,0.8835,1.12071,0.81878,0.83782,0.88281,0.61439,1.20323,0.68726,1.12895,0.00571825,0.00571825,0.00571825
175,13628.7,1.36317,0.87612,1.11001,0.82241,0.83408,0.88201,0.61355,1.205,0.68781,1.12935,0.0056935,0.0056935,0.0056935
176,13706.7,1.37132,0.88106,1.12494,0.82558,0.83483,0.88341,0.61533,1.20341,0.68592,1.12862,0.00566875,0.00566875,0.00566875
177,13784.8,1.36853,0.8938,1.12395,0.82774,0.83259,0.88296,0.61565,1.20305,0.68608,1.12839,0.005644,0.005644,0.005644
178,13862.6,1.37008,0.88521,1.12269,0.82995,0.83168,0.88309,0.61555,1.20129,0.68404,1.12739,0.00561925,0.00561925,0.00561925
179,13940.2,1.37278,0.88757,1.12205,0.83432,0.82885,0.88394,0.61641,1.1986,0.68074,1.12547,0.0055945,0.0055945,0.0055945
180,14018,1.35418,0.87138,1.1182,0.84154,0.82586,0.88676,0.61748,1.19672,0.6784,1.12457,0.00556975,0.00556975,0.00556975
181,14096,1.38818,0.88051,1.12008,0.84135,0.82436,0.88617,0.61813,1.19589,0.67912,1.12388,0.005545,0.005545,0.005545
