epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
112,5466.97,1.62108,2.06028,1.42304,0.79709,0.73178,0.77782,0.48697,1.04152,1.15187,1.098,0.00731976,0.00731976,0.00731976
113,5990.56,1.61858,2.03007,1.43536,0.79527,0.73469,0.7787,0.48722,1.03954,1.15064,1.09688,0.00729561,0.00729561,0.00729561
114,6535.48,1.61501,1.99027,1.43314,0.79464,0.73567,0.77824,0.48763,1.03985,1.15111,1.09675,0.00727146,0.00727146,0.00727146
115,7093.13,1.62111,2.06586,1.43356,0.79361,0.73567,0.77779,0.48821,1.03839,1.14949,1.09514,0.00724732,0.00724732,0.00724732
116,7655.53,1.60381,1.98619,1.41369,0.79433,0.73566,0.77743,0.48888,1.03782,1.14801,1.0943,0.00722317,0.00722317,0.00722317
117,8220.59,1.62992,2.06298,1.43744,0.79601,0.73567,0.77954,0.49087,1.03624,1.14519,1.09306,0.00719902,0.00719902,0.00719902
118,8789.55,1.65486,2.09953,1.46447,0.79663,0.73469,0.77947,0.49174,1.0348,1.14258,1.09184,0.00717488,0.00717488,0.00717488
119,9353.22,1.60072,2.03997,1.42065,0.79698,0.73247,0.77965,0.4922,1.03325,1.14241,1.0902,0.00715073,0.00715073,0.00715073
120,9916.55,1.63748,2.05163,1.4573,0.79738,0.73429,0.78065,0.4916,1.03255,1.14253,1.09017,0.00712659,0.00712659,0.00712659
121,10481.2,1.61364,2.05277,1.43643,0.79788,0.73081,0.78154,0.49169,1.03273,1.13787,1.09049,0.00710244,0.00710244,0.00710244
122,11041,1.61392,2.02382,1.41734,0.79476,0.73381,0.7809,0.49188,1.03274,1.13345,1.09091,0.00707829,0.00707829,0.00707829
123,11599.1,1.61513,1.97553,1.44815,0.79666,0.73469,0.78111,0.49111,1.03229,1.13106,1.09132,0.00705415,0.00705415,0.00705415
124,12158,1.62843,2.04744,1.44613,0.79411,0.73372,0.78283,0.49176,1.03208,1.1252,1.09179,0.00703,0.00703,0.00703
