epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,40273.9,1.38439,1.30811,1.5282,0.86165,0.83302,0.88076,0.59089,1.16443,0.73145,1.45661,0.003895,0.003895,0.003895
187,40465,1.38794,1.28995,1.52087,0.85715,0.83683,0.88076,0.59071,1.16441,0.73063,1.4563,0.003862,0.003862,0.003862
188,40655.9,1.39232,1.29541,1.53027,0.8523,0.8416,0.88062,0.59197,1.16338,0.73106,1.45467,0.003829,0.003829,0.003829
189,40846.8,1.38752,1.29719,1.51241,0.85115,0.84256,0.88237,0.59285,1.16249,0.72912,1.4534,0.003796,0.003796,0.003796
190,41037.7,1.39495,1.30221,1.52599,0.85128,0.84256,0.88258,0.59352,1.16266,0.72861,1.45267,0.003763,0.003763,0.003763
191,41228.6,1.38135,1.30512,1.51161,0.85167,0.84351,0.88217,0.59406,1.16182,0.72794,1.45247,0.00373,0.00373,0.00373
192,41419.5,1.37362,1.26083,1.50164,0.85119,0.84542,0.88245,0.5946,1.16176,0.72591,1.4523,0.003697,0.003697,0.003697
193,41610.5,1.35708,1.26989,1.50083,0.85088,0.84542,0.88276,0.59432,1.16153,0.72593,1.45168,0.003664,0.003664,0.003664
194,41801.3,1.37096,1.2763,1.50584,0.85297,0.84692,0.88272,0.59442,1.16116,0.72607,1.45037,0.003631,0.003631,0.003631
195,41992.3,1.38122,1.30999,1.52443,0.85233,0.84815,0.88269,0.59377,1.16081,0.72532,1.45032,0.003598,0.003598,0.003598
196,42183.1,1.35014,1.26369,1.49507,0.85073,0.84835,0.88166,0.59417,1.16085,0.72517,1.44953,0.003565,0.003565,0.003565
197,42374,1.36532,1.27662,1.5026,0.85386,0.84447,0.88107,0.59401,1.16037,0.72435,1.44925,0.003532,0.003532,0.003532
198,42564.8,1.3858,1.29606,1.5181,0.85119,0.84637,0.88108,0.59366,1.15976,0.72287,1.44824,0.003499,0.003499,0.003499
199,42755.4,1.37911,1.32394,1.50799,0.85492,0.84447,0.88143,0.59382,1.15903,0.72153,1.44714,0.003466,0.003466,0.003466
200,42946.2,1.35784,1.27121,1.51284,0.85132,0.84688,0.88241,0.59481,1.15889,0.72109,1.44743,0.003433,0.003433,0.003433
201,43137,1.3527,1.25596,1.49182,0.85322,0.84867,0.88185,0.59481,1.1579,0.72076,1.44696,0.0034,0.0034,0.0034
202,43327.9,1.38203,1.31017,1.51283,0.85384,0.84828,0.883,0.59523,1.15675,0.71967,1.44563,0.003367,0.003367,0.003367
203,43518.8,1.35969,1.26558,1.49125,0.85307,0.8476,0.8838,0.59591,1.15607,0.71792,1.44435,0.003334,0.003334,0.003334
204,43709.7,1.36031,1.28713,1.48634,0.85394,0.84797,0.88378,0.59613,1.15543,0.71547,1.4436,0.003301,0.003301,0.003301
205,43900.4,1.35677,1.27612,1.49477,0.85351,0.85063,0.88481,0.59744,1.15451,0.71527,1.44246,0.003268,0.003268,0.003268
206,44091.4,1.35799,1.2612,1.49431,0.85437,0.85087,0.88496,0.5975,1.15473,0.7145,1.44183,0.003235,0.003235,0.003235
207,44282.2,1.3607,1.2823,1.48941,0.85343,0.85115,0.88523,0.59763,1.15393,0.71451,1.4407,0.003202,0.003202,0.003202
208,44473.2,1.38569,1.29132,1.51309,0.85444,0.85138,0.88545,0.59801,1.15379,0.71307,1.44044,0.003169,0.003169,0.003169
209,44664.1,1.36342,1.23483,1.50643,0.85648,0.85115,0.88562,0.59841,1.15318,0.71115,1.43912,0.003136,0.003136,0.003136
210,44855,1.36149,1.24082,1.48765,0.85617,0.8521,0.88615,0.59881,1.15252,0.7101,1.43801,0.003103,0.003103,0.003103
211,45046,1.35358,1.23891,1.49164,0.8577,0.85123,0.88671,0.59953,1.15228,0.7096,1.43719,0.00307,0.00307,0.00307
212,45236.8,1.37008,1.29914,1.50828,0.85865,0.85204,0.88698,0.60019,1.15174,0.70856,1.43628,0.003037,0.003037,0.003037
213,45427.8,1.34061,1.24745,1.47626,0.85761,0.8521,0.88722,0.60077,1.15068,0.7074,1.43508,0.003004,0.003004,0.003004
214,45618.7,1.36918,1.27791,1.50734,0.85943,0.85173,0.88704,0.60135,1.15129,0.70649,1.43547,0.002971,0.002971,0.002971
215,45809.6,1.35802,1.22839,1.49079,0.85948,0.85208,0.88719,0.60181,1.15147,0.70411,1.43408,0.002938,0.002938,0.002938
216,46000.4,1.33023,1.22606,1.47635,0.86257,0.85047,0.88714,0.60271,1.15079,0.70301,1.43343,0.002905,0.002905,0.002905
217,46191.3,1.3536,1.25438,1.49047,0.86072,0.84911,0.88571,0.60336,1.14946,0.7026,1.43278,0.002872,0.002872,0.002872
218,46382.3,1.33623,1.2062,1.47742,0.86157,0.84928,0.88743,0.60575,1.14883,0.70126,1.43165,0.002839,0.002839,0.002839
219,46573.2,1.33524,1.22359,1.47835,0.86488,0.84894,0.88871,0.60638,1.1477,0.69929,1.4307,0.002806,0.002806,0.002806
220,46764,1.35581,1.2444,1.49491,0.8639,0.84924,0.88961,0.60623,1.14635,0.69796,1.42932,0.002773,0.002773,0.002773
221,46955,1.32198,1.21708,1.47139,0.86403,0.84828,0.8897,0.60637,1.14583,0.69694,1.42832,0.00274,0.00274,0.00274
222,47145.9,1.33237,1.22304,1.47506,0.86636,0.84924,0.89237,0.60823,1.14566,0.69624,1.42712,0.002707,0.002707,0.002707
223,47336.9,1.32458,1.19649,1.46586,0.86734,0.84848,0.89259,0.6084,1.14501,0.69619,1.42595,0.002674,0.002674,0.002674
224,47527.7,1.32627,1.22569,1.46707,0.86726,0.84788,0.89284,0.60838,1.14433,0.69477,1.42521,0.002641,0.002641,0.002641
225,47718.7,1.35032,1.2195,1.48033,0.86838,0.84733,0.89225,0.60888,1.14391,0.69446,1.42455,0.002608,0.002608,0.002608
226,47909.7,1.33449,1.21533,1.47379,0.86991,0.84866,0.89315,0.60933,1.14308,0.69433,1.42326,0.002575,0.002575,0.002575
227,48100.6,1.32343,1.22505,1.47674,0.86921,0.84733,0.89078,0.60925,1.14312,0.69391,1.42336,0.002542,0.002542,0.002542
228,48291.5,1.33132,1.18274,1.46496,0.86892,0.84733,0.89018,0.60938,1.14258,0.69295,1.42279,0.002509,0.002509,0.002509
229,48482.3,1.32671,1.23893,1.47265,0.8698,0.84784,0.88977,0.61008,1.14207,0.69175,1.42224,0.002476,0.002476,0.002476
230,48673.3,1.32283,1.17875,1.46525,0.87385,0.84605,0.89082,0.61036,1.14152,0.68987,1.42171,0.002443,0.002443,0.002443
231,48864.1,1.31888,1.1911,1.46819,0.8733,0.84637,0.89183,0.6119,1.14109,0.68848,1.42107,0.00241,0.00241,0.00241
232,49055,1.3066,1.17538,1.44797,0.87101,0.84637,0.89049,0.61178,1.14085,0.68714,1.42009,0.002377,0.002377,0.002377
233,49245.8,1.31833,1.19826,1.45962,0.87163,0.84637,0.89103,0.61143,1.14002,0.68667,1.41909,0.002344,0.002344,0.002344
234,49436.6,1.30226,1.17401,1.44367,0.87168,0.84637,0.89281,0.61234,1.13942,0.68553,1.41826,0.002311,0.002311,0.002311
235,49627.5,1.31215,1.19785,1.44824,0.87184,0.84637,0.89314,0.61277,1.13864,0.68484,1.4173,0.002278,0.002278,0.002278
236,49819.5,1.30074,1.19342,1.45306,0.86781,0.84733,0.89338,0.6137,1.13826,0.68369,1.41661,0.002245,0.002245,0.002245
237,50012,1.31006,1.19741,1.44888,0.86973,0.84729,0.89363,0.61377,1.13807,0.68362,1.41538,0.002212,0.002212,0.002212
238,50203,1.30242,1.16858,1.4537,0.87372,0.84506,0.89391,0.61427,1.138,0.68225,1.41521,0.002179,0.002179,0.002179
239,50394,1.29437,1.15708,1.44041,0.8749,0.84542,0.89484,0.61549,1.13798,0.68151,1.41489,0.002146,0.002146,0.002146
240,50584.7,1.29103,1.1625,1.44248,0.87531,0.84396,0.89213,0.61474,1.13802,0.68044,1.41457,0.002113,0.002113,0.002113
241,50775.4,1.30074,1.15972,1.4518,0.87675,0.84924,0.89595,0.6164,1.13793,0.67961,1.41353,0.00208,0.00208,0.00208
242,50966.3,1.28982,1.17063,1.44079,0.87663,0.85019,0.89434,0.61748,1.13762,0.6787,1.41308,0.002047,0.002047,0.002047
243,51157.1,1.29865,1.16742,1.44913,0.87737,0.85401,0.89657,0.61841,1.13732,0.67693,1.4124,0.002014,0.002014,0.002014
244,51347.9,1.31129,1.21289,1.45228,0.87579,0.85448,0.89671,0.61852,1.13704,0.67593,1.41161,0.001981,0.001981,0.001981
245,51538.8,1.29022,1.14402,1.4423,0.87592,0.85592,0.89788,0.62032,1.13682,0.67459,1.41139,0.001948,0.001948,0.001948
246,51729.6,1.30047,1.17978,1.44927,0.87674,0.85521,0.89819,0.62112,1.13625,0.6741,1.41033,0.001915,0.001915,0.001915
247,51920.5,1.27902,1.12626,1.43569,0.87431,0.85625,0.8984,0.62141,1.13587,0.6712,1.40861,0.001882,0.001882,0.001882
248,52111.2,1.2868,1.15357,1.42899,0.87768,0.85586,0.89846,0.62236,1.13539,0.66992,1.40795,0.001849,0.001849,0.001849
249,52302,1.28625,1.15969,1.42399,0.87443,0.85718,0.89852,0.6228,1.13509,0.66899,1.40768,0.001816,0.001816,0.001816
250,52492.9,1.28899,1.13724,1.43597,0.87584,0.85782,0.89898,0.62394,1.13418,0.66862,1.40731,0.001783,0.001783,0.001783
251,52683.6,1.29339,1.16395,1.43542,0.87549,0.85782,0.89911,0.62445,1.13408,0.66827,1.40721,0.00175,0.00175,0.00175
252,52874.4,1.26059,1.13339,1.41301,0.87443,0.85973,0.89947,0.62419,1.13378,0.66668,1.4069,0.001717,0.001717,0.001717
253,53065.3,1.26104,1.09537,1.41531,0.87392,0.86069,0.89959,0.62507,1.13358,0.66594,1.40668,0.001684,0.001684,0.001684
254,53256.1,1.28041,1.12036,1.42824,0.8745,0.85878,0.89895,0.62467,1.1338,0.66553,1.4066,0.001651,0.001651,0.001651
255,53447,1.27385,1.11742,1.41026,0.8753,0.85878,0.89913,0.62567,1.13371,0.66471,1.40625,0.001618,0.001618,0.001618
256,53638,1.26398,1.12832,1.408,0.87554,0.85924,0.89898,0.62567,1.13286,0.66442,1.40512,0.001585,0.001585,0.001585
257,53828.9,1.25574,1.10768,1.41884,0.87553,0.86164,0.8992,0.62519,1.1335,0.66335,1.40526,0.001552,0.001552,0.001552
258,54019.6,1.26449,1.10423,1.41814,0.87553,0.86164,0.89974,0.62584,1.13397,0.66245,1.40578,0.001519,0.001519,0.001519
259,54210.4,1.25836,1.10012,1.41285,0.87586,0.8626,0.89957,0.62506,1.13441,0.66205,1.40611,0.001486,0.001486,0.001486
260,54401.1,1.27481,1.1112,1.41862,0.87575,0.8626,0.89985,0.62549,1.13465,0.66164,1.40572,0.001453,0.001453,0.001453
261,54591.9,1.2721,1.12697,1.4189,0.87574,0.8626,0.89972,0.62554,1.13456,0.66092,1.4054,0.00142,0.00142,0.00142
262,54782.6,1.24431,1.09902,1.39381,0.87586,0.86176,0.8997,0.62487,1.13489,0.65962,1.40535,0.001387,0.001387,0.001387
263,54973.3,1.25469,1.09678,1.41087,0.87721,0.86164,0.90012,0.62497,1.13474,0.65838,1.40516,0.001354,0.001354,0.001354
264,55164.1,1.25748,1.09497,1.40665,0.87701,0.86164,0.90035,0.62548,1.13467,0.65807,1.40503,0.001321,0.001321,0.001321
265,55354.8,1.25491,1.07392,1.40546,0.8772,0.86164,0.90043,0.62614,1.13504,0.65822,1.40466,0.001288,0.001288,0.001288
266,55545.5,1.24607,1.0891,1.39439,0.87754,0.8626,0.9008,0.62578,1.13443,0.65749,1.40404,0.001255,0.001255,0.001255
267,55736.3,1.2511,1.12083,1.40389,0.87709,0.8648,0.90126,0.62562,1.13483,0.6574,1.40423,0.001222,0.001222,0.001222
268,55927,1.23607,1.07499,1.38465,0.87719,0.8656,0.90165,0.6254,1.13464,0.65597,1.40346,0.001189,0.001189,0.001189
269,56117.8,1.24567,1.0708,1.39692,0.87703,0.86432,0.9017,0.62558,1.13416,0.65591,1.40274,0.001156,0.001156,0.001156
270,56308.7,1.2585,1.08534,1.40127,0.87777,0.86337,0.90192,0.62538,1.13371,0.65462,1.40195,0.001123,0.001123,0.001123
271,56499.6,1.24283,1.08283,1.39496,0.87872,0.8642,0.90298,0.62575,1.13436,0.65384,1.40315,0.00109,0.00109,0.00109
272,56690.4,1.25487,1.07767,1.40611,0.87712,0.86503,0.90379,0.62665,1.13404,0.65303,1.40261,0.001057,0.001057,0.001057
273,56881.2,1.22054,1.04124,1.3782,0.87727,0.8645,0.90375,0.62721,1.13374,0.6525,1.40207,0.001024,0.001024,0.001024
274,57072,1.23742,1.06053,1.39601,0.87793,0.8645,0.90386,0.62683,1.13422,0.65202,1.4025,0.000991,0.000991,0.000991
275,57262.7,1.23402,1.07962,1.39275,0.87836,0.8645,0.90514,0.6272,1.13397,0.65136,1.4019,0.000958,0.000958,0.000958
276,57453.5,1.23769,1.10151,1.3953,0.87807,0.8645,0.90531,0.62707,1.13419,0.65075,1.40169,0.000925,0.000925,0.000925
277,57644.2,1.23128,1.07062,1.38749,0.87858,0.86546,0.90444,0.62833,1.13426,0.65039,1.40164,0.000892,0.000892,0.000892
278,57835.6,1.20828,1.04066,1.37704,0.87836,0.86821,0.90461,0.62884,1.13413,0.64971,1.40151,0.000859,0.000859,0.000859
279,58027.3,1.23332,1.05839,1.38707,0.8784,0.87023,0.90404,0.62851,1.13416,0.64886,1.40104,0.000826,0.000826,0.000826
280,58218,1.24301,1.0719,1.39357,0.88008,0.86836,0.90539,0.62871,1.13318,0.64986,1.4012,0.000793,0.000793,0.000793
281,58440.3,0.91752,0.73658,1.13822,0.88014,0.87023,0.90547,0.63021,1.13382,0.64757,1.40109,0.00076,0.00076,0.00076
282,58625.6,0.93163,0.68272,1.15685,0.87954,0.87085,0.90637,0.63021,1.13366,0.64696,1.40093,0.000727,0.000727,0.000727
283,58810.9,0.94933,0.72907,1.17593,0.87785,0.87118,0.90657,0.63082,1.13409,0.64566,1.40104,0.000694,0.000694,0.000694
284,58996.1,0.94211,0.67381,1.15732,0.87653,0.87023,0.9055,0.63211,1.13417,0.64445,1.40106,0.000661,0.000661,0.000661
285,59181.4,0.93825,0.66281,1.16128,0.8766,0.87023,0.90575,0.63274,1.13432,0.64314,1.40102,0.000628,0.000628,0.000628
286,59366.7,0.92169,0.69218,1.14442,0.8817,0.86832,0.90623,0.63343,1.13429,0.64249,1.40114,0.000595,0.000595,0.000595
287,59552,0.94393,0.6712,1.16523,0.88162,0.86697,0.90665,0.63403,1.13397,0.64185,1.40097,0.000562,0.000562,0.000562
288,59737.2,0.91888,0.68914,1.15154,0.8816,0.8645,0.90704,0.63464,1.13373,0.64074,1.40088,0.000529,0.000529,0.000529
289,59923.3,0.91765,0.65581,1.1444,0.88076,0.86737,0.90725,0.63585,1.13416,0.6404,1.40121,0.000496,0.000496,0.000496
290,60108.3,0.92035,0.70606,1.1458,0.88484,0.8626,0.90703,0.63592,1.13498,0.63798,1.4013,0.000463,0.000463,0.000463
291,60293.5,0.93384,0.66818,1.15165,0.88457,0.86284,0.90735,0.63724,1.13509,0.63676,1.40192,0.00043,0.00043,0.00043
292,60478.5,0.87955,0.67723,1.12066,0.88381,0.86375,0.90766,0.63781,1.13461,0.63639,1.4015,0.000397,0.000397,0.000397
293,60663.5,0.91071,0.65452,1.13797,0.8834,0.86355,0.90818,0.63862,1.13544,0.6369,1.40227,0.000364,0.000364,0.000364
294,60848.5,0.87472,0.59568,1.1072,0.88363,0.86221,0.90836,0.639,1.13506,0.63603,1.40189,0.000331,0.000331,0.000331
295,61033.5,0.89134,0.62818,1.11863,0.88446,0.86196,0.90975,0.63958,1.13446,0.63526,1.40089,0.000298,0.000298,0.000298
296,61218.7,0.90872,0.65902,1.14042,0.88514,0.86038,0.90887,0.6403,1.13407,0.63516,1.40069,0.000265,0.000265,0.000265
297,61403.8,0.88812,0.64426,1.11624,0.885,0.85973,0.90895,0.64071,1.13421,0.63533,1.4011,0.000232,0.000232,0.000232
298,61588.9,0.87719,0.59483,1.11387,0.88418,0.85959,0.90889,0.64143,1.13383,0.63363,1.40082,0.000199,0.000199,0.000199
299,61773.9,0.88816,0.6421,1.11808,0.88512,0.86019,0.91026,0.64167,1.13369,0.63267,1.40124,0.000166,0.000166,0.000166
300,61958.8,0.87762,0.62257,1.117,0.8854,0.85973,0.9112,0.64208,1.13359,0.63211,1.40125,0.000133,0.000133,0.000133
